Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
4000,9,50,1000,2,9.701942e+02,6,8728,-9.699232e+02,-7.0,0,0,0.22931733541227917
4000,9,50,1000,2,9.701942e+02,7,9229,-9.702793e+02,-1.0,1,0,0.18765023117852936
4000,9,50,1000,2,9.701942e+02,8,8470,-9.703040e+02,2.0,1,0,0.18753046383626476
4000,9,50,1000,2,9.701942e+02,9,8659,-1.007068e+03,24.0,8,0,0.17478173641451303
4000,9,10,0,0,9.877040e+02,0,1,-9.876716e+02,-44.0,0,0,Infinity
4000,9,10,1000,2,9.700138e+02,0,9134,-9.698978e+02,-21.0,0,0,Infinity
4000,9,10,1000,2,9.700138e+02,1,2749,-3.504184e+03,36.0,708,0,Infinity
4000,9,10,1000,2,9.700138e+02,2,2486,-1.047004e+03,27.0,308,0,1.179581697825184
4000,9,10,1000,2,9.700138e+02,3,4306,-9.707819e+02,12.0,1,0,0.31709815213611503
4000,9,10,1000,2,9.700138e+02,4,9180,-9.698978e+02,-11.0,0,0,0.29839605267237823
4000,9,10,1000,2,9.700138e+02,5,5748,-9.740212e+02,21.0,8,0,0.2411221040714348
4000,9,10,1000,2,9.700138e+02,6,9868,-9.707046e+02,3.0,1,0,0.21072107432925039
